,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2044023,8080,6,613,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3262.642741,613.0,0.0,613,613,613,613.0,0.0,613,613,0,0.0,0.0,0,0,0,0,40,0,3262.642741,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2026222,8080,6,13393,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,33972.97095,522.6610916,2232.166667,5021.338444,12474,21,588,294.0,345.0681092,538,50,12876,4292.0,7087.98053,12474,26,0,0,72,92,223.9976107,298.6634809,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2101940,8080,6,481,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4158.004158,481.0,0.0,481,481,481,481.0,0.0,481,481,0,0.0,0.0,0,0,0,0,40,0,4158.004158,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1962124,8080,6,485,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4123.71134,485.0,0.0,485,485,485,485.0,0.0,485,485,0,0.0,0.0,0,0,0,0,40,0,4123.71134,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2101908,8080,6,11415,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39859.83355,613.2282085,1902.5,4224.461137,10518,22,546,273.0,312.5411973,494,52,10943,3647.666667,5952.101842,10518,50,0,0,72,92,262.8120894,350.4161191,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1973325,8080,6,615,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3252.03252,615.0,0.0,615,615,615,615.0,0.0,615,615,0,0.0,0.0,0,0,0,0,40,0,3252.03252,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1903256,8080,6,9434,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,48229.80708,741.997032,1572.333333,3435.112963,8574,1,529,264.5,301.9345956,478,51,8978,2992.666667,4837.753852,8574,1,0,0,72,92,317.998728,423.998304,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2074277,8080,6,470,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4255.319149,470.0,0.0,470,470,470,470.0,0.0,470,470,0,0.0,0.0,0,0,0,0,40,0,4255.319149,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2075783,8080,6,483,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4140.786749,483.0,0.0,483,483,483,483.0,0.0,483,483,0,0.0,0.0,0,0,0,0,40,0,4140.786749,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2079247,8080,6,9629,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,47253.08963,726.9706096,1604.833333,3532.809217,8810,20,476,238.0,243.2447327,410,66,9239,3079.666667,4965.018664,8810,60,0,0,72,92,311.5588327,415.4117769,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2049300,8080,6,470,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4255.319149,470.0,0.0,470,470,470,470.0,0.0,470,470,0,0.0,0.0,0,0,0,0,40,0,4255.319149,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1953409,8080,6,10886,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41796.80323,643.0277421,1814.333333,4029.06593,10032,21,497,248.5,263.7508294,435,62,10472,3490.666667,5667.75664,10032,42,0,0,72,92,275.583318,367.444424,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2011150,8080,6,503,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3976.143141,503.0,0.0,503,503,503,503.0,0.0,503,503,0,0.0,0.0,0,0,0,0,40,0,3976.143141,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2045690,8080,6,506,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3952.56917,506.0,0.0,506,506,506,506.0,0.0,506,506,0,0.0,0.0,0,0,0,0,40,0,3952.56917,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1983233,8080,6,11361,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40049.29144,616.1429452,1893.5,4169.423593,10392,0,648,324.0,388.9087297,599,49,10784,3594.666667,5889.92541,10392,0,0,0,72,92,264.0612622,352.081683,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1925274,8080,6,485,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4123.71134,485.0,0.0,485,485,485,485.0,0.0,485,485,0,0.0,0.0,0,0,0,0,40,0,4123.71134,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1988179,8080,6,11181,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40694.03452,626.0620696,1863.5,4098.828064,10222,21,520,260.0,295.5706345,469,51,10733,3577.666667,5757.347161,10222,64,0,0,72,92,268.3123155,357.749754,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1955303,8080,6,11521,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39493.09956,607.586147,1920.166667,4205.704812,10493,15,629,314.5,369.8168466,576,53,10966,3655.333333,5925.734244,10493,15,0,0,72,92,260.394063,347.192084,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1974450,8080,6,10062,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45219.63824,695.6867422,1677.0,3618.333373,9051,1,702,351.0,333.7544007,587,115,9509,3169.666667,5098.484611,9051,1,0,0,72,92,298.1514609,397.5352813,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1852163,8080,6,9794,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46457.0145,714.7233,1632.333333,3559.299126,8888,27,579,289.5,323.147799,518,61,9303,3101.0,5014.760912,8888,32,0,0,72,92,306.3099857,408.4133143,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1966576,8080,6,625,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3200.0,625.0,0.0,625,625,625,625.0,0.0,625,625,0,0.0,0.0,0,0,0,0,40,0,3200.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1876883,8080,6,10848,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41943.21534,645.280236,1808.0,3965.187814,9892,1,670,335.0,328.0975465,567,103,10317,3439.0,5592.462695,9892,1,0,0,72,92,276.5486726,368.7315634,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1952095,8080,6,501,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3992.015968,501.0,0.0,501,501,501,501.0,0.0,501,501,0,0.0,0.0,0,0,0,0,40,0,3992.015968,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1967488,8080,6,489,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4089.97955,489.0,0.0,489,489,489,489.0,0.0,489,489,0,0.0,0.0,0,0,0,0,40,0,4089.97955,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1918646,8080,6,11024,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41273.58491,634.9782293,1837.333333,4080.857198,10160,23,508,254.0,285.6711396,456,52,10591,3530.333333,5744.359523,10160,33,0,0,72,92,272.1335269,362.8447025,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1925511,8080,6,9870,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46099.29078,709.2198582,1645.0,3530.250359,8837,2,548,274.0,308.2985566,492,56,9401,3133.666667,4947.161644,8837,2,0,0,72,92,303.9513678,405.2684904,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2015723,8080,6,11710,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38855.67891,597.7796755,1951.666667,4410.113271,10948,1,504,252.0,251.7300141,430,74,11299,3766.333333,6221.953257,10948,1,0,0,72,92,256.1912895,341.588386,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1897647,8080,6,437,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4576.659039,437.0,0.0,437,437,437,437.0,0.0,437,437,0,0.0,0.0,0,0,0,0,40,0,4576.659039,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1966475,51626,6,11920,5,2,129,326,112,0,25.8,48.74628191,326,0,163.0,230.5168107,38171.14094,587.2483221,1986.666667,4461.763179,11087,1,11920,2980.0,5408.221951,11087,1,53,53.0,0.0,53,53,0,0,124,40,419.4630872,167.7852349,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,0,65.0,25.8,163.0,5,129,2,326,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0
1949472,8080,6,11310,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40229.88506,618.9213086,1885.0,4175.288206,10398,1,566,283.0,328.0975465,515,51,10816,3605.333333,5886.298016,10398,1,0,0,72,92,265.2519894,353.6693192,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1896873,8080,6,11919,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38174.34349,587.2975921,1986.5,4401.363459,10963,16,567,283.5,331.6330804,518,49,11417,3805.666667,6199.816637,10963,96,0,0,72,92,251.698968,335.598624,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1855814,8080,6,669,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2989.536622,669.0,0.0,669,669,669,669.0,0.0,669,669,0,0.0,0.0,0,0,0,0,40,0,2989.536622,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1871327,8080,6,9379,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,48512.63461,746.3482248,1563.166667,3510.341546,8724,15,367,183.5,193.0401513,320,47,9074,3024.666667,4938.046206,8724,25,0,0,72,92,319.8635249,426.4846999,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2073988,8080,6,444,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4504.504505,444.0,0.0,444,444,444,444.0,0.0,444,444,0,0.0,0.0,0,0,0,0,40,0,4504.504505,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2109379,8080,6,553,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3616.636528,553.0,0.0,553,553,553,553.0,0.0,553,553,0,0.0,0.0,0,0,0,0,40,0,3616.636528,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1839265,8080,6,517,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3868.471954,517.0,0.0,517,517,517,517.0,0.0,517,517,0,0.0,0.0,0,0,0,0,40,0,3868.471954,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1983775,8080,6,447,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4474.272931,447.0,0.0,447,447,447,447.0,0.0,447,447,0,0.0,0.0,0,0,0,0,40,0,4474.272931,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1967093,8080,6,10743,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42353.1602,651.58708,1790.5,3977.734669,9902,14,550,275.0,299.8132752,487,63,10278,3426.0,5611.079041,9902,14,0,0,72,92,279.2516057,372.3354743,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1945772,8080,6,519,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3853.564547,519.0,0.0,519,519,519,519.0,0.0,519,519,0,0.0,0.0,0,0,0,0,40,0,3853.564547,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2088376,8080,6,16146,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,28180.35427,433.5439118,2691.0,6235.362828,15415,0,449,224.5,245.3660531,398,51,15768,5256.0,8799.722325,15415,0,0,0,72,92,185.8045336,247.7393782,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1860245,8080,6,641,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3120.124805,641.0,0.0,641,641,641,641.0,0.0,641,641,0,0.0,0.0,0,0,0,0,40,0,3120.124805,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2023052,8080,6,12032,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,37815.82447,581.7819149,2005.333333,4570.520043,11330,1,447,223.5,242.5376259,395,52,11658,3886.0,6448.753445,11330,1,0,0,72,92,249.3351064,332.4468085,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1900267,8080,6,543,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3683.241252,543.0,0.0,543,543,543,543.0,0.0,543,543,0,0.0,0.0,0,0,0,0,40,0,3683.241252,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1925285,8080,6,441,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4535.147392,441.0,0.0,441,441,441,441.0,0.0,441,441,0,0.0,0.0,0,0,0,0,40,0,4535.147392,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1930340,8080,6,11139,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40847.47284,628.4226591,1856.5,4039.521642,10089,0,617,308.5,344.3610024,552,65,10602,3534.0,5682.588407,10089,0,0,0,72,92,269.3239968,359.0986624,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2026978,8080,6,11492,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39592.76018,609.1193874,1915.333333,4294.801447,10676,22,490,245.0,272.9432175,438,52,11076,3692.0,6050.490559,10676,38,0,0,72,92,261.051166,348.0682214,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1927265,8080,6,10677,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42614.96675,655.6148731,1779.5,3882.242638,9692,13,610,305.0,354.9676042,556,54,10139,3379.666667,5470.692308,9692,13,0,0,72,92,280.9778028,374.6370703,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1991524,8080,6,536,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3731.343284,536.0,0.0,536,536,536,536.0,0.0,536,536,0,0.0,0.0,0,0,0,0,40,0,3731.343284,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2084466,8080,6,11246,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40458.82981,622.4435355,1874.333333,4159.500098,10356,14,528,264.0,304.0559159,479,49,10782,3594.0,5859.444001,10356,14,0,0,72,92,266.7615152,355.6820203,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2041288,8080,6,11604,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39210.61703,603.240262,1934.0,4323.713219,10751,12,588,294.0,340.8254685,535,53,11091,3697.0,6110.986091,10751,12,0,0,72,92,258.5315408,344.7087211,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1910448,8080,6,516,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3875.968992,516.0,0.0,516,516,516,516.0,0.0,516,516,0,0.0,0.0,0,0,0,0,40,0,3875.968992,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1936269,8080,6,506,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3952.56917,506.0,0.0,506,506,506,506.0,0.0,506,506,0,0.0,0.0,0,0,0,0,40,0,3952.56917,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2084958,8080,6,600,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3333.333333,600.0,0.0,600,600,600,600.0,0.0,600,600,0,0.0,0.0,0,0,0,0,40,0,3333.333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2093227,8080,6,465,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4301.075269,465.0,0.0,465,465,465,465.0,0.0,465,465,0,0.0,0.0,0,0,0,0,40,0,4301.075269,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1869453,8080,6,598,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3344.481605,598.0,0.0,598,598,598,598.0,0.0,598,598,0,0.0,0.0,0,0,0,0,40,0,3344.481605,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1936312,8080,6,657,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3044.14003,657.0,0.0,657,657,657,657.0,0.0,657,657,0,0.0,0.0,0,0,0,0,40,0,3044.14003,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2111724,8080,6,487,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4106.776181,487.0,0.0,487,487,487,487.0,0.0,487,487,0,0.0,0.0,0,0,0,0,40,0,4106.776181,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
2057552,8080,6,499,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4008.016032,499.0,0.0,499,499,499,499.0,0.0,499,499,0,0.0,0.0,0,0,0,0,40,0,4008.016032,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1975310,8080,6,9856,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46164.77273,710.2272727,1642.666667,3639.835418,9065,1,500,250.0,260.2152955,434,66,9445,3148.333333,5127.468121,9065,1,0,0,72,92,304.3831169,405.8441558,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2004406,8080,6,10369,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43880.79853,675.0892082,1728.166667,3797.576565,9472,22,525,262.5,294.8635278,471,54,9920,3306.666667,5342.009204,9472,55,0,0,72,92,289.3239464,385.7652618,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1901276,8080,6,11891,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38264.23345,588.6805147,1981.833333,4420.373985,10997,23,553,276.5,314.6625176,499,54,11415,3805.0,6231.17196,10997,25,0,0,72,92,252.2916491,336.3888655,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
1856503,8080,6,10979,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41442.75435,637.5808361,1829.833333,4075.554707,10141,1,469,234.5,260.9224023,419,50,10576,3525.333333,5733.424486,10141,1,0,0,72,92,273.2489298,364.3319064,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0
